idTerytWojewodztwo,Wojewodztwo,idTypPodmiotu,TypPodmiotu,idRodzajWypadku,RodzajWypadku,idPrzyczynaWypadku,PrzyczynaWypadku,idMiejsceWypadku,MiejsceWypadku,idRodzajZajec,RodzajZajec,Liczba Wypadkow
2,DOLNOŚLĄSKIE,1,Przedszkole,100,inny,9,brak lub niedostateczny nadzór nad uczniem,2,ciągi komunikacyjne,5,inne zajęcia edukacyjne,1
2,DOLNOŚLĄSKIE,1,Przedszkole,100,inny,13,działania umyślne ucznia,1,"sala lekcyjna, pracownia szkolna",5,inne zajęcia edukacyjne,1
2,DOLNOŚLĄSKIE,1,Przedszkole,100,inny,14,działania nieumyślne ucznia,1,"sala lekcyjna, pracownia szkolna",5,inne zajęcia edukacyjne,1
2,DOLNOŚLĄSKIE,1,Przedszkole,100,inny,14,działania nieumyślne ucznia,3,sala gimnastyczna,5,inne zajęcia edukacyjne,2
2,DOLNOŚLĄSKIE,1,Przedszkole,100,inny,14,działania nieumyślne ucznia,3,sala gimnastyczna,100,inne zajęcia,1
2,DOLNOŚLĄSKIE,1,Przedszkole,100,inny,14,działania nieumyślne ucznia,5,plac zabaw,5,inne zajęcia edukacyjne,2
2,DOLNOŚLĄSKIE,1,Przedszkole,100,inny,14,działania nieumyślne ucznia,5,plac zabaw,100,inne zajęcia,1
2,DOLNOŚLĄSKIE,1,Przedszkole,100,inny,14,działania nieumyślne ucznia,100,inne,100,inne zajęcia,1
2,DOLNOŚLĄSKIE,1,Przedszkole,100,inny,15,nieuwaga ucznia,1,"sala lekcyjna, pracownia szkolna",5,inne zajęcia edukacyjne,6
2,DOLNOŚLĄSKIE,1,Przedszkole,100,inny,15,nieuwaga ucznia,1,"sala lekcyjna, pracownia szkolna",6,przerwy międzylekcyjne,1
2,DOLNOŚLĄSKIE,1,Przedszkole,100,inny,15,nieuwaga ucznia,1,"sala lekcyjna, pracownia szkolna",100,inne zajęcia,8
2,DOLNOŚLĄSKIE,1,Przedszkole,100,inny,15,nieuwaga ucznia,4,boisko,100,inne zajęcia,1
2,DOLNOŚLĄSKIE,1,Przedszkole,100,inny,15,nieuwaga ucznia,5,plac zabaw,5,inne zajęcia edukacyjne,7
2,DOLNOŚLĄSKIE,1,Przedszkole,100,inny,15,nieuwaga ucznia,5,plac zabaw,100,inne zajęcia,11
2,DOLNOŚLĄSKIE,1,Przedszkole,100,inny,15,nieuwaga ucznia,100,inne,8,wycieczki edukacyjne,1
2,DOLNOŚLĄSKIE,1,Przedszkole,100,inny,15,nieuwaga ucznia,100,inne,100,inne zajęcia,1
2,DOLNOŚLĄSKIE,1,Przedszkole,100,inny,18,działania nieumyślne innej osoby,1,"sala lekcyjna, pracownia szkolna",5,inne zajęcia edukacyjne,3
2,DOLNOŚLĄSKIE,1,Przedszkole,100,inny,18,działania nieumyślne innej osoby,1,"sala lekcyjna, pracownia szkolna",100,inne zajęcia,1
2,DOLNOŚLĄSKIE,1,Przedszkole,100,inny,18,działania nieumyślne innej osoby,5,plac zabaw,100,inne zajęcia,2
2,DOLNOŚLĄSKIE,1,Przedszkole,100,inny,18,działania nieumyślne innej osoby,100,inne,100,inne zajęcia,2
2,DOLNOŚLĄSKIE,1,Przedszkole,100,inny,19,uderzenie nieumyślne,2,ciągi komunikacyjne,100,inne zajęcia,1
2,DOLNOŚLĄSKIE,1,Przedszkole,100,inny,19,uderzenie nieumyślne,5,plac zabaw,5,inne zajęcia edukacyjne,1
2,DOLNOŚLĄSKIE,1,Przedszkole,100,inny,100,inna przyczyna,1,"sala lekcyjna, pracownia szkolna",5,inne zajęcia edukacyjne,1
2,DOLNOŚLĄSKIE,1,Przedszkole,100,inny,100,inna przyczyna,1,"sala lekcyjna, pracownia szkolna",100,inne zajęcia,1
2,DOLNOŚLĄSKIE,1,Przedszkole,100,inny,100,inna przyczyna,5,plac zabaw,5,inne zajęcia edukacyjne,1
2,DOLNOŚLĄSKIE,1,Przedszkole,100,inny,100,inna przyczyna,5,plac zabaw,100,inne zajęcia,5
2,DOLNOŚLĄSKIE,1,Przedszkole,100,inny,100,inna przyczyna,100,inne,100,inne zajęcia,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,1,ciężki,13,działania umyślne ucznia,3,sala gimnastyczna,1,wychowanie fizyczne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,1,ciężki,13,działania umyślne ucznia,100,inne,6,przerwy międzylekcyjne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,1,ciężki,14,działania nieumyślne ucznia,3,sala gimnastyczna,1,wychowanie fizyczne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,1,ciężki,14,działania nieumyślne ucznia,4,boisko,100,inne zajęcia,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,1,ciężki,15,nieuwaga ucznia,1,"sala lekcyjna, pracownia szkolna",5,inne zajęcia edukacyjne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,1,ciężki,15,nieuwaga ucznia,2,ciągi komunikacyjne,6,przerwy międzylekcyjne,2
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,1,ciężki,15,nieuwaga ucznia,3,sala gimnastyczna,1,wychowanie fizyczne,3
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,1,ciężki,15,nieuwaga ucznia,4,boisko,1,wychowanie fizyczne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,1,ciężki,15,nieuwaga ucznia,11,szlaki turystyczne,8,wycieczki edukacyjne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,1,ciężki,100,inna przyczyna,3,sala gimnastyczna,1,wychowanie fizyczne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,1,ciężki,100,inna przyczyna,8,obiekty sportowe,1,wychowanie fizyczne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,1,zły stan techniczny obiektów,1,"sala lekcyjna, pracownia szkolna",5,inne zajęcia edukacyjne,2
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,1,zły stan techniczny obiektów,4,boisko,6,przerwy międzylekcyjne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,3,"zły stan techniczny wyposażenia, sprzętów",100,inne,100,inne zajęcia,2
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,6,niewłaściwe zabezpieczenie klatek schodowych i korytarzy,2,ciągi komunikacyjne,100,inne zajęcia,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,8,brak lub zły stan środków ochrony indywidualnej oraz odzieży roboczej,1,"sala lekcyjna, pracownia szkolna",2,zajęcia techniczne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,9,brak lub niedostateczny nadzór nad uczniem,2,ciągi komunikacyjne,6,przerwy międzylekcyjne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,12,nieznajomość lub nieprzestrzeganie przepisów BHP,3,sala gimnastyczna,1,wychowanie fizyczne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,12,nieznajomość lub nieprzestrzeganie przepisów BHP,8,obiekty sportowe,100,inne zajęcia,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,13,działania umyślne ucznia,1,"sala lekcyjna, pracownia szkolna",5,inne zajęcia edukacyjne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,13,działania umyślne ucznia,1,"sala lekcyjna, pracownia szkolna",100,inne zajęcia,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,13,działania umyślne ucznia,2,ciągi komunikacyjne,5,inne zajęcia edukacyjne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,13,działania umyślne ucznia,2,ciągi komunikacyjne,6,przerwy międzylekcyjne,4
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,13,działania umyślne ucznia,3,sala gimnastyczna,1,wychowanie fizyczne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,13,działania umyślne ucznia,4,boisko,1,wychowanie fizyczne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,13,działania umyślne ucznia,4,boisko,100,inne zajęcia,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,13,działania umyślne ucznia,8,obiekty sportowe,5,inne zajęcia edukacyjne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,13,działania umyślne ucznia,100,inne,1,wychowanie fizyczne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,13,działania umyślne ucznia,100,inne,5,inne zajęcia edukacyjne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,13,działania umyślne ucznia,100,inne,6,przerwy międzylekcyjne,2
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,13,działania umyślne ucznia,100,inne,100,inne zajęcia,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,1,"sala lekcyjna, pracownia szkolna",1,wychowanie fizyczne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,1,"sala lekcyjna, pracownia szkolna",3,zajęcia artystyczne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,1,"sala lekcyjna, pracownia szkolna",5,inne zajęcia edukacyjne,8
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,1,"sala lekcyjna, pracownia szkolna",6,przerwy międzylekcyjne,3
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,1,"sala lekcyjna, pracownia szkolna",100,inne zajęcia,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,2,ciągi komunikacyjne,5,inne zajęcia edukacyjne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,2,ciągi komunikacyjne,6,przerwy międzylekcyjne,31
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,2,ciągi komunikacyjne,100,inne zajęcia,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,3,sala gimnastyczna,1,wychowanie fizyczne,109
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,3,sala gimnastyczna,5,inne zajęcia edukacyjne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,3,sala gimnastyczna,9,zawody sportowe,3
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,3,sala gimnastyczna,100,inne zajęcia,5
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,4,boisko,1,wychowanie fizyczne,15
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,4,boisko,6,przerwy międzylekcyjne,2
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,4,boisko,9,zawody sportowe,3
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,4,boisko,100,inne zajęcia,8
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,5,plac zabaw,1,wychowanie fizyczne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,5,plac zabaw,5,inne zajęcia edukacyjne,8
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,5,plac zabaw,100,inne zajęcia,7
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,8,obiekty sportowe,1,wychowanie fizyczne,7
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,8,obiekty sportowe,5,inne zajęcia edukacyjne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,8,obiekty sportowe,8,wycieczki edukacyjne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,8,obiekty sportowe,9,zawody sportowe,3
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,8,obiekty sportowe,100,inne zajęcia,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,9,instytucje publiczne,5,inne zajęcia edukacyjne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,10,miejsca zgromadzeń publicznych,8,wycieczki edukacyjne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,100,inne,1,wychowanie fizyczne,3
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,100,inne,5,inne zajęcia edukacyjne,5
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,100,inne,6,przerwy międzylekcyjne,9
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,100,inne,8,wycieczki edukacyjne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,100,inne,100,inne zajęcia,9
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,1,"sala lekcyjna, pracownia szkolna",1,wychowanie fizyczne,2
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,1,"sala lekcyjna, pracownia szkolna",5,inne zajęcia edukacyjne,22
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,1,"sala lekcyjna, pracownia szkolna",6,przerwy międzylekcyjne,5
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,1,"sala lekcyjna, pracownia szkolna",100,inne zajęcia,8
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,2,ciągi komunikacyjne,1,wychowanie fizyczne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,2,ciągi komunikacyjne,5,inne zajęcia edukacyjne,7
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,2,ciągi komunikacyjne,6,przerwy międzylekcyjne,82
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,2,ciągi komunikacyjne,8,wycieczki edukacyjne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,2,ciągi komunikacyjne,100,inne zajęcia,5
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,3,sala gimnastyczna,1,wychowanie fizyczne,251
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,3,sala gimnastyczna,5,inne zajęcia edukacyjne,2
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,3,sala gimnastyczna,6,przerwy międzylekcyjne,3
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,3,sala gimnastyczna,9,zawody sportowe,4
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,3,sala gimnastyczna,100,inne zajęcia,11
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,4,boisko,1,wychowanie fizyczne,55
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,4,boisko,5,inne zajęcia edukacyjne,17
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,4,boisko,6,przerwy międzylekcyjne,20
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,4,boisko,8,wycieczki edukacyjne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,4,boisko,9,zawody sportowe,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,4,boisko,100,inne zajęcia,18
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,5,plac zabaw,1,wychowanie fizyczne,10
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,5,plac zabaw,5,inne zajęcia edukacyjne,3
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,5,plac zabaw,6,przerwy międzylekcyjne,5
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,5,plac zabaw,100,inne zajęcia,24
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,7,stołówka,1,wychowanie fizyczne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,8,obiekty sportowe,1,wychowanie fizyczne,8
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,8,obiekty sportowe,5,inne zajęcia edukacyjne,2
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,8,obiekty sportowe,6,przerwy międzylekcyjne,2
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,8,obiekty sportowe,8,wycieczki edukacyjne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,8,obiekty sportowe,9,zawody sportowe,2
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,8,obiekty sportowe,100,inne zajęcia,4
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,9,instytucje publiczne,5,inne zajęcia edukacyjne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,9,instytucje publiczne,8,wycieczki edukacyjne,2
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,10,miejsca zgromadzeń publicznych,8,wycieczki edukacyjne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,11,szlaki turystyczne,8,wycieczki edukacyjne,2
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,12,"ulica, droga",1,wychowanie fizyczne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,12,"ulica, droga",5,inne zajęcia edukacyjne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,12,"ulica, droga",100,inne zajęcia,2
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,100,inne,1,wychowanie fizyczne,8
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,100,inne,5,inne zajęcia edukacyjne,2
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,100,inne,6,przerwy międzylekcyjne,19
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,100,inne,8,wycieczki edukacyjne,6
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,100,inne,100,inne zajęcia,17
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,16,działania umyślne innej osoby,1,"sala lekcyjna, pracownia szkolna",5,inne zajęcia edukacyjne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,16,działania umyślne innej osoby,1,"sala lekcyjna, pracownia szkolna",6,przerwy międzylekcyjne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,16,działania umyślne innej osoby,1,"sala lekcyjna, pracownia szkolna",100,inne zajęcia,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,16,działania umyślne innej osoby,2,ciągi komunikacyjne,6,przerwy międzylekcyjne,11
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,16,działania umyślne innej osoby,2,ciągi komunikacyjne,100,inne zajęcia,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,16,działania umyślne innej osoby,3,sala gimnastyczna,1,wychowanie fizyczne,2
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,16,działania umyślne innej osoby,3,sala gimnastyczna,6,przerwy międzylekcyjne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,16,działania umyślne innej osoby,4,boisko,1,wychowanie fizyczne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,16,działania umyślne innej osoby,4,boisko,5,inne zajęcia edukacyjne,2
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,16,działania umyślne innej osoby,4,boisko,100,inne zajęcia,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,16,działania umyślne innej osoby,5,plac zabaw,100,inne zajęcia,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,16,działania umyślne innej osoby,8,obiekty sportowe,5,inne zajęcia edukacyjne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,16,działania umyślne innej osoby,100,inne,6,przerwy międzylekcyjne,3
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,16,działania umyślne innej osoby,100,inne,100,inne zajęcia,3
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,17,"pobicie, umyślne uderzenie",1,"sala lekcyjna, pracownia szkolna",100,inne zajęcia,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,17,"pobicie, umyślne uderzenie",2,ciągi komunikacyjne,1,wychowanie fizyczne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,17,"pobicie, umyślne uderzenie",2,ciągi komunikacyjne,6,przerwy międzylekcyjne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,17,"pobicie, umyślne uderzenie",4,boisko,1,wychowanie fizyczne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,17,"pobicie, umyślne uderzenie",4,boisko,6,przerwy międzylekcyjne,2
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,17,"pobicie, umyślne uderzenie",5,plac zabaw,6,przerwy międzylekcyjne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,17,"pobicie, umyślne uderzenie",100,inne,6,przerwy międzylekcyjne,3
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,17,"pobicie, umyślne uderzenie",100,inne,100,inne zajęcia,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,18,działania nieumyślne innej osoby,1,"sala lekcyjna, pracownia szkolna",5,inne zajęcia edukacyjne,4
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,18,działania nieumyślne innej osoby,1,"sala lekcyjna, pracownia szkolna",100,inne zajęcia,4
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,18,działania nieumyślne innej osoby,2,ciągi komunikacyjne,1,wychowanie fizyczne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,18,działania nieumyślne innej osoby,2,ciągi komunikacyjne,5,inne zajęcia edukacyjne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,18,działania nieumyślne innej osoby,2,ciągi komunikacyjne,6,przerwy międzylekcyjne,23
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,18,działania nieumyślne innej osoby,2,ciągi komunikacyjne,100,inne zajęcia,3
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,18,działania nieumyślne innej osoby,3,sala gimnastyczna,1,wychowanie fizyczne,29
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,18,działania nieumyślne innej osoby,3,sala gimnastyczna,9,zawody sportowe,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,18,działania nieumyślne innej osoby,3,sala gimnastyczna,100,inne zajęcia,6
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,18,działania nieumyślne innej osoby,4,boisko,1,wychowanie fizyczne,5
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,18,działania nieumyślne innej osoby,4,boisko,5,inne zajęcia edukacyjne,4
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,18,działania nieumyślne innej osoby,4,boisko,6,przerwy międzylekcyjne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,18,działania nieumyślne innej osoby,4,boisko,100,inne zajęcia,4
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,18,działania nieumyślne innej osoby,5,plac zabaw,1,wychowanie fizyczne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,18,działania nieumyślne innej osoby,5,plac zabaw,5,inne zajęcia edukacyjne,4
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,18,działania nieumyślne innej osoby,5,plac zabaw,6,przerwy międzylekcyjne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,18,działania nieumyślne innej osoby,5,plac zabaw,100,inne zajęcia,2
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,18,działania nieumyślne innej osoby,8,obiekty sportowe,1,wychowanie fizyczne,2
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,18,działania nieumyślne innej osoby,12,"ulica, droga",100,inne zajęcia,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,18,działania nieumyślne innej osoby,100,inne,1,wychowanie fizyczne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,18,działania nieumyślne innej osoby,100,inne,6,przerwy międzylekcyjne,6
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,18,działania nieumyślne innej osoby,100,inne,8,wycieczki edukacyjne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,18,działania nieumyślne innej osoby,100,inne,9,zawody sportowe,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,18,działania nieumyślne innej osoby,100,inne,100,inne zajęcia,4
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,19,uderzenie nieumyślne,1,"sala lekcyjna, pracownia szkolna",5,inne zajęcia edukacyjne,4
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,19,uderzenie nieumyślne,2,ciągi komunikacyjne,6,przerwy międzylekcyjne,6
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,19,uderzenie nieumyślne,2,ciągi komunikacyjne,100,inne zajęcia,2
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,19,uderzenie nieumyślne,3,sala gimnastyczna,1,wychowanie fizyczne,33
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,19,uderzenie nieumyślne,3,sala gimnastyczna,5,inne zajęcia edukacyjne,1
